node,clustering_coefficient
4377,1.839450436817512e-05
10065,0.00010490668756854291
2061,0.00024370473535190745
7221,0.00013599462254608677
12114,0.0001579063973824213
9864,5.7571805090785917e-05
7854,5.284031487584684e-05
11990,9.37402768619211e-05
11035,4.385649057519244e-05
11454,0.00019075554635285402
11850,4.303262030225752e-05
1366,0.00012192433097084881
10796,4.295300275157548e-05
3764,0.00012411482950942985
11933,0.00032436110069680875
4230,0.00012138741977519804
12086,0.00016638192966342554
5120,4.6760255826386225e-05
10907,0.0
9978,5.066962337694587e-05
12066,0.0005682034071701382
11792,0.00021200019877275095
5279,0.00011230577769201143
10478,6.253088672303617e-05
2747,0.00023280511016323036
2699,0.0005485866250439321
2247,0.00033203913895064245
12018,0.00035626383252549256
3316,0.00027444782036711163
12024,0.00038702534628276623
3571,3.273527713815698e-05
5619,0.0
11058,0.0
10493,0.00010306235073583486
11413,5.3180293890391185e-05
11351,0.0002797241472736643
3918,0.0
11443,0.0004200804692676966
11708,0.0007637603507226766
11084,0.0002543576397946396
11061,2.2123893805309745e-05
2498,0.00018610536246880605
10887,0.0001397424689746987
2764,0.00015333912771007947
11984,0.001037212538477753
10672,0.000106188766436906
11352,0.00023702592212098835
9602,0.0001777391050276719
11861,5.853248716696903e-05
11842,0.0
10826,0.0001848561185458918
3191,0.0
10922,0.00017688244761696596
12008,2.2123893805309745e-05
10984,1.1395777262226681e-05
11810,0.0
11932,0.0008124017661840479
10012,0.00027898222015758335
11174,0.0003714298651825711
9024,4.917282843468295e-05
11843,0.0
11801,0.00029259336659596757
10942,9.689201636920111e-05
11866,0.002562586713051814
11387,0.0
2808,0.0
9529,0.00010370077502232571
10915,0.0
11642,0.0
10219,0.0
11723,0.0
4239,0.0
10911,7.934390017626772e-05
11857,0.0005630384555560424
11785,0.0
10901,0.00025590267640862265
12507,0.0
12340,0.0001693574118750168
6925,1.8014917263766303e-05
12058,0.0
12041,0.0
11924,0.0004334167152810281
12016,0.00030389661012413866
12440,0.0
3215,0.0004853563639127631
3055,0.0002530700051111077
11452,0.00029223875147532603
11996,0.00015968148721725353
9508,1.5831544679856805e-05
10445,0.0001612349205435188
11318,0.0004187356833397156
7172,0.0003016102934548369
11433,1.4749262536873164e-05
1552,0.00025994543971315475
6184,0.0002263540095554343
1550,0.0004893010502501864
8481,0.00027706995498012895
6381,0.00018077719240765605
11367,0.00039457201078327606
6334,0.00016801249682584868
11234,0.00037278477222287584
6343,0.0002156153945312827
3567,0.00015369213144855132
1456,5.933512916229492e-05
3917,0.000226989040926396
6207,0.00034162645174394226
7768,0.0001566089402744543
1905,0.000359120035369433
4922,0.0003126634625917818
7691,0.00026349075088446725
5180,0.00021426611920356028
3298,0.0
6170,0.00013550705074589874
9022,0.00016568766265335946
400,0.0001898704309041927
11674,7.047912436028665e-05
139,0.0002838924030642889
5217,0.0003218794575530759
3642,0.00014482753625905836
9206,5.354919242723777e-05
5768,0.00024304513335096864
5851,0.00015359003565570744
11411,0.0002263049726508657
11363,8.009664971191894e-05
361,5.840278459749625e-05
9152,6.832999391472774e-05
6577,0.0002343997873839094
11365,0.0002752479293995605
8624,0.0005642570343116758
4172,0.0002166762257428827
2048,0.00026782149712272955
10833,3.5119492300181415e-05
1343,0.00011177035179057636
3746,8.295120725578973e-05
5624,0.00020504396835794534
11490,0.0
5564,9.166210144342485e-05
8012,0.0
9591,0.0
6095,7.913885425986978e-05
5867,9.693939410214423e-05
5470,1.4357779652592766e-05
10191,0.00012422553361662986
7029,2.5759953671983006e-05
1499,0.00028873594953444937
8892,0.00011155551739767214
7545,3.828741240691403e-05
9691,0.00013371654920574146
10257,0.0
1455,0.00040313866620360654
6194,0.0001499663699546631
4319,9.282414786041234e-05
9088,0.0
8654,7.90139064475348e-06
6730,0.0001570976178935171
6269,0.00032982004154539444
968,0.000650553126234551
102,0.00013190653028686273
9376,0.0001308104294159697
2465,0.0004075676592353955
4649,0.00015861301129746673
11496,0.0001255111018904
6348,0.00026111371521106495
10461,7.153066793831912e-05
6784,0.0001387872909236048
4730,0.0
316,0.0002593969896263173
1671,2.7360687288718524e-05
9621,0.00017283239129378466
12272,0.00046551380551796746
12441,0.00019339650507069903
11355,0.00029874206794002617
3825,0.00019544370070731848
12250,0.0001937091627020404
9834,0.00042005802633926357
12342,0.0002741247711491158
9900,0.00038499227334642114
12299,0.0006270267958846887
4215,1.8431533819277258e-05
3183,0.0002068166537154481
4424,0.0004442660898073796
80,0.00034089769783834294
9272,0.00026416797555043394
7558,0.00028450262518274586
5668,0.00021857800858316576
7542,0.0003103841807961814
4357,0.0009530006395381143
4878,9.816695823432088e-05
2435,0.0002549165826142677
11381,0.0001952760328030254
3785,0.00010934534515295631
9140,0.0007298102982318199
3029,0.0003518276906371412
3098,0.0002535776934788657
6118,3.8474212755044855e-05
6854,0.0003489965451779006
3816,0.00028079427626266466
5119,3.087528142613434e-05
4394,0.00014545586509014655
2607,0.00025361661787779105
7163,0.0003188461646863153
2782,7.71382345047773e-05
5607,0.0001736086583078287
4048,5.461210083107626e-05
5995,0.0
5693,0.00011444183373882343
6931,0.0004305217500798229
4490,0.00036891014359106733
2207,0.0001502913911030073
1288,0.0003659881583479113
2090,0.0
7197,0.0005057285242250682
2989,9.907095753365165e-05
2180,6.051181666351198e-05
6703,0.00028786037543443503
7233,0.000299497629855443
7698,4.022021895461616e-05
2600,0.0
2632,9.452784694021943e-05
5793,0.00021978348411438455
2387,0.0003885737042939918
673,0.0009098379652499996
6822,0.0007836066837710859
3180,0.0003254262561584682
3527,0.0001967161117742275
5928,0.0002932469483289673
1451,6.584454350599471e-05
6492,0.0003812580202196724
9215,0.00022815229007126138
4911,0.00013407590607075252
5151,0.0002134506222978492
4376,0.0003750692202282546
1439,0.00026626136352099364
1234,0.00026725538045431924
4510,7.733971338172563e-05
5695,0.0002809628003087739
3673,9.122353789118635e-05
6237,4.308106878190731e-05
4329,0.00031071624559996197
4736,0.0
7353,0.00015633031795769366
5007,0.0002476474359156285
167,5.1318770352707194e-05
5913,0.00038202787584927625
11173,0.0001658132278071686
11538,9.992745507956106e-05
11576,0.00019357118254906237
11156,0.0001831654291113982
5666,0.00011546851188637544
702,0.00019271632406666232
12421,0.00017853948361706097
11715,0.0001264302545886691
11713,0.00014074928439646538
7868,8.746610095798144e-05
12345,0.0006190611105318677
12128,0.00010728936638376633
4999,0.00022773713890502192
2805,0.00012697352696537835
12581,0.00019688252161472914
7518,1.3930982815157903e-05
5916,0.0001587642024058165
10606,0.00046503356287143523
2871,0.0002691245061024137
1075,0.00013859939317196866
11929,0.0002898215456869254
826,0.0002113774363850285
11851,0.00021046762115479835
11636,0.0003150077566973742
7345,0.0002186194572440176
10820,0.00043796822840073247
5226,0.00010268859427309745
7222,0.0003713495695750451
6500,0.0002589068074304051
6598,0.00018868441209490803
10657,0.0003948880941688706
1256,0.00015502651824144713
8180,0.00010293915064686961
11354,0.00020371144208412183
200,3.147299225546066e-05
6341,0.0004357085626740717
10433,0.00018730899710648477
6620,0.0004526454018650305
718,0.0006281723638893628
5576,9.239991365476691e-05
10225,0.00011173663847175102
956,0.0003697682224177577
9887,0.00021264144965606774
11274,0.00018122095038451233
1283,0.00031663854641190986
1112,0.00010317305151429895
10340,0.0005514738589863207
12060,0.00016345459221329113
11661,0.0004282622900847023
5573,0.0002934273874873379
9838,0.00020053278230767265
1686,0.00035083292323441305
6181,0.0003252811620818054
9179,0.0003136033837192714
3729,5.174653083875242e-05
772,0.00013457133453504804
3693,0.00020085837936292562
8602,0.00018783587661242883
9959,0.0010282920571648342
929,7.29629434368536e-05
6186,0.00013327436591505088
6358,0.00016268153986587254
7153,0.00016450973379668503
6247,0.00021176858073483523
11684,0.0002370223719776271
3262,0.00015686033846500257
7484,0.00019659976967910983
8019,0.00041338499751343967
6327,0.000615373911247099
677,0.00015742025834974727
11675,0.0003055049322904281
7607,0.0002272261326839746
469,0.0005011436731793025
3806,0.0004797051997479467
10130,0.00023863557100593097
2471,0.000636677366581513
3440,0.00013145766343806875
11807,0.0008322010743628084
4760,0.00014791384911584483
7595,8.648235946458725e-05
4930,0.00023202447321940862
9032,0.0003660867706910216
634,0.0002787623695148157
11919,0.0002184883624469918
2431,0.0002676641267554443
1178,0.0002157034410117555
7563,9.151429297042563e-05
9792,0.0005509694873542414
8364,0.0004009407128049181
1275,0.0004492572004504922
12116,0.000548694322261347
1718,0.00010851417558490845
9541,0.00017094244222088637
3660,0.0007599042419800771
9009,0.00014609513077349024
9748,0.00019572075591433048
3504,0.000412523932262505
816,0.00015488369753711883
2330,0.0
6761,0.00037480511361735145
1099,8.96010816137063e-05
7175,0.00026696242283642
12082,0.0005273963358108048
2778,0.0012356110507002378
2299,0.0003066308495365779
11242,0.00020262252779344045
4365,7.427983923951198e-05
2199,0.0005288801574354807
2986,0.00043846756498041223
5443,5.75392228162188e-05
3759,0.0005069752661177433
11132,0.00017702243401692905
9203,0.000511423304602156
6965,0.00010986695177791245
10976,0.0001682014070053763
12103,0.0
8119,0.00026825507876574887
3072,0.00013694294802372498
861,0.00012799212471129598
331,0.00016781231640935083
1971,0.0003130572480192902
4577,8.94709926987458e-05
6062,0.0004995983182264919
7071,0.0003433889308374243
2627,0.00023790082676648964
9957,0.0004218490050039105
11691,0.0002630600015237774
4004,0.00014010428939425465
810,0.00010811163735665664
4507,0.00013724253320538548
1452,9.49257763990602e-05
322,0.00020632004401745964
4981,0.00010674665437844853
11295,0.0006353943200490197
10941,0.00030137738661287135
3351,0.0002817977175223022
11328,9.300474004302792e-05
3641,0.00011580271991946448
8807,0.0003299590268873917
2210,0.00021422173352852263
9848,0.00030642300297155047
2866,0.00013640683547381897
59,0.00016954666156755586
9597,0.0002512380142133709
6912,0.0002516735982985171
9261,0.00032772213404225057
10405,0.00022361242103537363
3780,0.00040508433750358107
3175,0.0007638841452007241
12134,0.001220762909903151
323,0.00020692225347399812
7063,0.0003961227654355154
5686,0.0001426883782707474
10740,0.0001436613050756016
9460,0.0005157224779745135
290,0.00044763425707769087
9956,0.0003060461450085761
2642,0.00024206325517346313
10342,0.00034406783746316477
11871,0.0004983437446443582
11348,0.00019439328070405725
11814,0.00035009376488552915
11721,0.0001622252121558223
11988,0.0003511949230018142
8901,0.00045708748965052104
11325,0.0002727121313537454
9019,0.0002564410885568532
1535,0.00010786324317241324
9172,0.0003466801227907841
1170,6.133798164930282e-05
9735,0.0001998622649193887
2621,0.00023238745188382235
7302,0.0004219639925538965
2860,0.00020186568416783132
5992,0.0002010891685448033
641,0.00018519660152423848
10913,0.00029354858033499396
11903,0.0005198949373697781
10185,0.0010427839288220347
9793,0.0002161868811288623
11161,0.00014189657441797423
7335,0.00033957827748681623
10918,0.00022083550024170806
669,0.0007803169644529616
9458,0.0003457551582013708
10390,0.0004812945740792663
11681,0.0003079484086001263
8217,0.000289709847770009
9703,0.00015294697106646142
1776,0.0003509871604388357
4936,0.00018365773827928327
7427,0.00030368850900267555
6176,0.00026176075377434154
360,0.0001906233406614427
10513,0.00021043254799374831
385,0.0
409,0.00016832809830140223
2674,0.00020633215039965442
11921,0.0002216441596232713
7570,0.000497401212589164
2900,0.00012959201501393545
11088,0.00028183838947792617
1111,9.991234296235868e-05
3497,0.0002566859463654482
9945,8.105386554605826e-05
2449,0.0002673118082170885
1255,0.00010104037562159563
10373,0.00027614653833742657
527,0.00017903077152790837
9537,0.0002713584599530165
1226,0.0002228938244279358
10349,0.000519671817921022
1613,0.0005819497031012891
5929,0.00013820480751727655
11530,5.466282030141223e-05
11888,0.0010041370891594856
8017,0.000262551116432545
3039,3.346814117691281e-05
5024,0.000775226248249073
9958,0.00015749755997853616
6491,0.00017856769881955707
3473,0.00012205358828811086
10923,0.0013962979046624636
11488,0.0004956690641328547
1067,0.0006426574873095161
2341,6.986251757550001e-05
7722,0.00020073980253364587
11926,0.0004332677454423444
4783,0.00018657742330512896
10224,0.000630889890965367
960,0.00014930443111164967
418,0.00021054007897220033
9612,0.0002501359777990956
8908,0.00022354012416986438
2298,0.000251668174981809
10894,0.0002654186176667946
809,0.00026081076192607306
12005,0.00045733716899336725
11198,0.00029885112764644576
10795,0.0004976026344431632
4511,0.00031884214114660434
6139,0.00020690966255160987
9579,0.00010278370125769623
2318,0.0005117597872603576
6771,0.00039461008978311485
10682,0.0004811525928204839
4349,0.0004647003823739909
2577,8.102282832071456e-05
10279,0.0001073829549714116
11915,0.0006824471801158778
11426,2.8975974148400796e-05
7500,0.0004372931341840675
12152,0.0003051697496207133
9093,9.66135048162782e-05
909,0.0003124887779861945
1446,0.0
11461,0.00018208805702204728
2315,0.00023196029595661313
11998,0.0006936023040430541
1959,4.1171558988977315e-05
105,0.000185135520663286
12155,0.00020588060042177843
4644,0.00020351741063465156
4225,0.00019916716138232573
10090,0.00021960302044447003
1108,0.0002807067369498358
2974,0.00018648457956512663
11982,0.0002911154057047799
