node,clustering_coefficient
7518,1.3907086581384781e-05
2431,0.00026730523338425877
4424,0.0004434811673872252
3785,0.0001092025998637199
8364,0.00040023233698724154
9537,0.0002708790280449723
1075,0.00013835451791901465
10373,0.00027565864692693647
3262,0.0001565832000578206
1226,0.00022250001908442354
3497,0.0002562790566397743
1905,0.00035848554767443404
718,0.0006284831584472093
3316,0.0002739629302251204
5180,0.0002138875571554974
2471,0.0006355524949091075
1686,0.0003502130770802886
3504,0.00041179509139278316
3039,3.3409010185434166e-05
10340,0.0005505304189793087
11919,0.00021810234060521265
772,0.00013433357599346667
702,0.00019250609472780438
2621,0.0002319768733469251
7222,0.0003706934749291528
10303,0.00014902863750021925
5916,0.00015848370028142457
956,0.0003693292594332968
2199,0.0005281395435758811
585,5.056158315164895e-05
1596,0.00020307793123913338
527,0.00017871446274429014
4349,0.00046401078914461386
1577,0.00011157876467388547
8873,9.432621245429987e-05
7563,9.135260694044254e-05
6598,0.00018835104740922798
322,0.00020595552097149236
7768,0.00015633224603368666
9458,0.0003451442833635592
6247,0.000211394431298908
8017,0.00026208724520209885
3660,0.0007585616549801119
3072,0.0001368814320103781
9597,0.00025079413079603273
11665,0.00021279456928635139
6500,0.00025844937490844327
568,0.00011729449793225248
6328,0.00027752754087763035
10923,0.0013938309472337313
7595,8.632956377648729e-05
6793,0.00016221047205062069
11851,0.0002100957702340302
7335,0.00033897831586581466
7302,0.00042121847313242327
2642,0.00024163558157775037
5607,0.0001733019292295463
3567,0.00015342059058026764
7469,0.00021513573455485426
1067,0.0006415220500527855
7822,0.00025885579385927676
10130,0.00023821395338931276
5928,0.00029272884417997616
8119,0.0002677811298633359
6620,0.0004518456750066117
8908,0.00022314517695401655
7233,0.0002989684820995146
11365,0.00027523826417769634
7500,0.0004375578615334822
6491,0.00017825220818560024
10550,0.0004135710352688388
11813,0.00014807825927260645
4930,0.00023161453598757222
12146,0.00022808310069471712
10453,0.00012695189857566476
4936,0.00018333325464274744
10820,0.0004371944329441941
11354,0.00020335152787549266
1929,4.089375737127669e-05
11926,0.00043270780079920115
8180,0.0001027572793559741
6771,0.00039391289881176666
105,0.0001848449379728601
8719,0.0009735228771366988
5267,9.859619612552949e-05
634,0.0002782698564944716
8315,0.00020642490591863785
11009,0.00011570727042262366
12005,0.0004565291527937325
10090,0.00021921502924227126
11516,0.000462080398742853
11903,0.0005189763950776053
10405,0.00022321734608654782
7175,0.0002664907577784052
10932,7.289028624418706e-05
10903,0.00038002639852688537
1048,7.884318997800019e-05
2974,0.0001862634206952375
6965,0.00010967284055568994
8602,0.0001875673645148339
2998,5.966581721850039e-05
10238,6.402241457608466e-05
5876,0.0001933123578117163
1108,0.0002802107886513378
7700,0.00023898028170130458
10941,0.00030084491773192993
6401,0.0002270672663774824
7570,0.0004966811288529575
10795,0.0004967234778452072
6854,0.00034868509837503116
9075,0.00013730786367388418
11721,0.00016193859517321478
9612,0.0002496940414425601
11840,0.00022074614711865034
10606,0.00046425511153988806
809,0.0002603499655269103
9900,0.00038462409749621387
10445,0.00016095005319273527
12152,0.00030463058045177217
102,0.00013167347987999548
11411,0.00022590514054370868
6761,0.00037414291376997104
4922,0.00031211105364727337
2449,0.00026683952587041524
9203,0.000510519729859043
10492,0.00019221980845079344
10433,0.00018702698025136944
5686,0.00014243627866249525
9709,0.00025719850781193886
7540,0.00035652019148596563
11661,0.0004275056429290756
1571,0.00012649127244131086
3459,0.00012991327713364497
1438,0.0004990025870618809
7725,0.00015591223440278618
7078,0.00014554569334378645
3628,0.00026253601630685816
8132,0.00047117917489939695
5279,0.0001122053177012966
6798,0.0001949030857950001
2986,0.00043769288730376854
4202,0.00040559830505547287
10345,3.1065800135108026e-05
4107,0.0003491135022639849
1776,0.00035036704178081663
11950,0.00020375353577532142
5472,7.958327039400792e-05
5522,0.00012827587558461072
12071,5.843623932199264e-05
3531,0.00012011386361627129
677,0.00015714213068481836
2598,8.295197193533996e-05
10451,0.00010744097585326864
6567,8.860102703281517e-05
7558,0.00028399997036793537
11474,9.521688636317428e-05
4404,0.00018624323104110877
10169,0.00048661424531734875
7701,4.7821025491205346e-05
5142,0.00039754988597190844
2674,0.00020596760596431927
3825,0.00019593801256173076
10913,0.00029302994326726425
5007,0.00024724533207687343
5672,0.00039688544677860714
10349,0.0005187536698328224
5817,1.0516574120814409e-05
10006,0.000775418492346445
122,0.0002464878933870357
12099,0.000412733246220568
591,0.00015835298559847163
12144,0.0005104262834318676
12083,0.0009580752678549555
816,0.0001547686926145227
2505,0.0
8692,0.00032156092760006434
3617,0.00010755239431749915
4644,0.00020315783923777057
861,0.00012776599021533964
11982,0.00029060106753215666
1374,5.59485562690599e-05
2585,0.00038227452233151554
5980,0.0007141459356494694
3281,0.0
12082,0.000526464540164496
11620,0.0002547715969899016
8019,0.0004126546353270201
8217,0.0002891979929152918
12037,0.0002582744252584313
10065,0.00010472134006400489
7221,0.0001357543493613764
2948,0.0006056640258751619
3816,0.0002802981733010699
2488,3.175095505063891e-05
5120,4.667764053340675e-05
10918,0.00022044533151336585
1963,6.561380433420342e-05
11858,0.000860175483302059
891,0.000143510352876228
2594,0.00010654357325579018
10164,0.00017053708809514962
8082,0.00022194076943046856
12176,7.069353777380689e-05
6323,0.0008834688960612408
10262,0.00011672542133300168
200,3.1417386262076456e-05
10074,0.00018904905212972992
9928,0.00040207900423210453
2408,0.0001663421241699907
1604,0.0002130300139035889
12116,0.0005477248976637122
3933,0.0003142184655397526
8290,0.0001243037364711976
2466,0.00010174212658235287
9318,0.00023181801044666782
10513,0.0002100607590396957
1178,0.00021532233952586903
6381,0.00018045779807478038
5089,0.0005991552343209064
6327,0.0006142866781883587
10342,0.00034345994375739955
6194,0.00014970141170385977
6139,0.0002065440977767837
6343,0.00021523444860454904
2871,0.00026864902110929995
6062,0.0004987156356854557
2330,0.0
6176,0.0002612982789443516
2627,0.00023748050728457007
1125,5.632895120060041e-05
5573,0.00029290896454124726
2860,0.00020150903101559132
4760,0.00014765251722694757
9848,0.00030588161957407415
360,0.00019028655030691726
9838,0.0002001784841057156
960,0.00014931020014053196
6912,0.0002512289452979897
11691,0.000262595231203064
1439,0.0002657909370836773
11426,2.892477984778525e-05
11161,0.00014164587375645838
7607,0.00022682467308559297
11871,0.000497463278664421
1099,8.944277581580221e-05
8246,0.00033931073642875945
11198,0.00029841431321748504
2299,0.0003060890989190221
11929,0.000289309493486065
7345,0.00021879720749541745
6334,0.00016771565495866519
9887,0.00021226575804890148
418,0.00021016810003408694
10225,0.0001115392239161472
6341,0.0004349387595598065
6170,0.0001352676389954643
5713,0.000503667169008991
524,0.00013705290995091104
1535,0.00010767267207140197
6207,0.00034102287144050777
11328,9.284042071433e-05
810,0.00010792062739666257
11325,0.00027223030780011687
3473,0.0001218379459059764
2341,6.980723905500427e-05
9524,0.00010599428246140568
3759,0.0005060795500998673
1255,0.00010101480626710417
11295,0.0006342717152432794
4230,0.0001211729543692348
2210,0.0002138432499003803
6358,0.00016239411665056183
1275,0.0004484634598136539
6186,0.00013303889883746242
4004,0.00013985675531405278
11433,1.4723203769140172e-05
11807,0.0008307307544434393
9748,0.0001954294014884587
331,0.00016751582821781486
8489,0.0002213910565386855
3764,0.00012389554535835307
35,5.060038476890141e-05
9460,0.000514843782128696
7063,0.00039542290189234307
9179,0.0003130493141367285
291,0.0001656591001076319
4577,8.931291673991407e-05
11355,0.0002982142550991428
9261,0.0003277447475323997
9093,9.644280957808691e-05
11915,0.0006812414430485353
9834,0.0004193520698156144
1138,9.444244515537269e-05
824,0.00046353202276158033
11530,5.456624288038499e-05
9703,0.0001526767467359553
12153,0.00020899764171167736
9067,0.0002098837428030057
11132,0.00017676557955422615
1283,0.00032052288397388964
9792,0.0005499960430302939
6184,0.00022595409081063684
7542,0.00030983579885131193
11461,0.0001817663466739518
9011,0.00026252739512412507
6540,9.70652200458578e-05
11941,0.0001020164860373488
11938,0.00029378470419012614
5175,0.00018508566867314507
739,0.0006500198246754036
12129,0.0005360271513593579
12015,0.00039680832768245437
7901,0.00020845782680812208
2632,9.436083660993635e-05
1407,0.00012788316119302396
3036,9.707179288745906e-05
823,8.146272503494913e-05
1861,8.17771571643903e-05
1062,0.00013615423112571997
571,0.0005351605370218588
243,0.0001600584302504442
745,0.00016372056025981422
10411,0.0005196899802004763
11654,0.00018550074350631238
674,6.059859286604944e-05
694,0.000174110758902501
4105,0.0001357536466276322
11447,0.0004593824697552793
9048,0.0
3573,0.0
10623,0.0009339990426336641
6929,0.00015216879239699437
11360,0.0
3976,7.361601884570086e-05
662,9.471243901356552e-05
469,0.0005002582603291623
1718,0.00010832245442663122
1259,0.00013022165344667413
2705,0.0001468507014388467
584,0.0003631054290828138
826,0.00021100397801685706
3693,0.00020050350590115364
8361,0.00014315612472387483
3569,0.00017544496522991037
7050,4.6809046389690834e-05
2393,0.00016919257090640966
11744,0.0
4308,0.0002522968834665719
4042,0.00013254240780825123
989,0.00028721153761885416
3637,0.0003145361220331212
3586,0.00012877755897159994
11430,0.0
4981,0.000106558056049158
3111,7.361601884570086e-05
66,0.00012894007648720619
10834,0.00023416869639238385
4319,9.266014759917488e-05
3917,0.00022658800021804553
3666,0.00016961303344524166
5162,0.00012655009154915976
11809,0.0010607821182589108
6648,1.5167524506850591e-05
2134,8.843224091510253e-05
3664,9.874046945972272e-05
11710,0.0008518996752842013
4025,0.00020242174148255796
364,0.00015702836402499334
6288,7.374881351918453e-05
395,0.00028360046103719427
3673,9.106236556275669e-05
3806,0.00047885766405934604
9958,0.00015729588773797022
10787,0.00046515494298227393
4269,0.0005594597245376467
11348,0.00019404982967807834
679,0.0001366781164196932
170,0.00016055659418275658
2205,0.00010664246824855333
9604,0.00013889829574015175
1709,9.873292639719512e-05
3440,0.0001312254060821711
7354,0.00010556048015494276
9727,0.00029075616373498817
10617,0.0
3351,0.00028129984169629105
11488,0.0004949979009602887
4466,4.6375185876578095e-05
1420,0.00016943503939481438
1126,0.00014751136131327302
1676,8.186028012990711e-05
1441,0.0002941018893512151
612,0.000166814770825665
7714,0.0003848228139032285
8012,0.0
11675,0.0003049651709259574
5564,9.150015426772974e-05
10037,0.00038872492286779733
6039,0.0002943658879545896
11086,8.966020450249155e-05
6659,0.0002934601155257383
896,0.00018611056705798655
1311,6.570886759428113e-05
5259,0.00011532534820903491
478,0.0003572140517544951
6968,0.000107917872501552
754,0.00010394703895533567
8871,3.890415311601576e-05
5711,2.1033148241628815e-05
11598,0.0001730958986838014
10851,0.00011177079549012307
8218,0.000161688756695999
5473,0.00021406672225011503
9172,0.000346067613739917
2889,0.00031432649502863367
551,0.0001988410184133204
1617,7.659552470140644e-05
5960,0.0001892875140355003
7895,4.454635268651034e-05
1844,0.00014021020906913143
1631,0.0001414100443339325
6073,0.00015097047738892627
5509,0.0001021657466692302
901,5.056158315164895e-05
5226,0.00010250716566130756
7562,0.00012276413566945446
11,0.00016191467150857879
237,0.00017793722909765786
9793,0.00021586571661892445
3646,0.0003607131543469942
1343,0.00011157287767080505
11549,0.0003461917973676028
11550,0.00016372056025981422
11323,0.0001572680610165606
10128,7.987109665384294e-05
9957,0.000421472144237416
5588,8.782966188573913e-05
1111,9.973581938822026e-05
157,0.00017437059752020977
11887,0.0006706247729407383
4041,0.0004078504598898288
152,9.921009029935706e-05
242,0.0002382619049170557
7326,0.0003883623506675221
8509,1.2802034363772819e-05
3746,8.280465035251097e-05
10318,5.575026095595634e-05
11175,0.0001139379284570868
11457,4.617258644540268e-05
9259,5.275394391955165e-05
10853,0.00021091385260814467
8243,0.00014875000075906182
1002,6.71220795353768e-05
9088,0.0
8202,0.00016186202925543637
441,0.0005685913694729461
11688,0.0
11888,0.001002362995362384
841,7.208521448180387e-05
11368,0.00017288115618109746
9258,7.158718291608957e-05
11216,0.0003756954809472622
10257,0.0
11548,0.001064550470042063
2936,4.6832298593771373e-05
11483,0.00017809216355671914
10743,0.00012374762245284765
10740,0.00014360263856653128
11731,0.0004620818803775005
1941,1.4399812606006083e-05
5624,0.0002046816998626133
10534,0.00013046116804764666
3571,3.2677440959467656e-05
10237,8.426930525274825e-05
8729,0.00039779957326953677
11002,0.00013545029813774524
11040,0.00012308844037730413
11585,0.0005192876960514042
10997,9.179918698989215e-05
11131,0.00072922421574528
11790,9.821855303010697e-05
4187,8.261342950503052e-05
11681,0.00030740433013970203
3729,5.1655105872606213e-05
6625,0.00011992839667898235
11551,0.0006747391382751932
6484,0.00020671335847955778
11540,0.00027508076003339844
7545,3.821976680195483e-05
11501,0.0005950000030362473
11679,0.0003423082551748875
11224,0.00025911676235201327
11826,0.0012408889647728518
11791,0.0
11639,0.0003147056347415983
11344,9.913450693643774e-05
11625,0.00015860090474321883
2909,1.9618562747383287e-05
2326,0.00021963156365287454
11873,0.00045843332159391324
11844,0.0002782019660169645
1830,9.275037175315619e-05
909,0.00031459134539041323
9691,0.00013348030088559
3603,7.496530285128814e-05
872,9.524625045139721e-05
2429,9.803606664069803e-05
11876,0.0006219051959024318
11815,0.002033515262951976
11451,0.0
7484,0.0001962524202627156
8079,0.00022249109075614572
8901,0.00045627991458046705
11921,0.00022125256216810657
4245,6.43679094684687e-05
10632,0.00012682048022600464
4519,3.2160719903874486e-05
9492,4.5314544212348234e-05
11576,0.00019322918399332196
11173,0.00016552027157429376
11927,0.00023120715429870067
10798,0.0005571705955802471
6320,0.0003311205422022538
11512,0.00011628087567107485
4298,0.00013517500195634597
11381,0.00019493102214436284
10483,0.00012264642922038394
9742,0.0001389331642463103
12080,0.0002119298968598715
11699,0.00015632486617137074
12100,0.0003761041172371665
8383,6.006884888967736e-05
2557,0.00023073016476510912
11746,0.00043700777611658745
4406,0.0001294779947475504
3069,2.1033148241628818e-05
2679,0.0005868056167029871
7427,0.0003031519568666284
7741,0.00010801824527290529
11909,0.0
7698,4.014915849709916e-05
2078,3.77392346357028e-05
9104,7.182095592134067e-05
11987,0.0005387392610226424
12117,0.00016704368713072506
2970,0.0002539345881475142
3821,0.0002917405862495599
2850,0.0002697002963075214
7521,0.0005747027862834514
11156,0.00018284181527904593
7980,0.0
2027,0.0004522050089250436
2263,0.00011696583202744377
12158,0.0005203538779491434
10894,0.00026494968017975085
1112,0.00010299076697098748
1170,6.122961065698957e-05
2318,0.0005116901500581944
12060,0.00016316580318111214
11242,0.0002022645374616499
10224,0.0006297752445148981
59,0.00016924710916195947
5151,0.00021307350105704024
